Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,17.49n,82.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.22n,82.0,
Delay(Ch1,Ch2),65.84ms,65.925408m,65.84m,66.08m,68.5µ,82.0,

