Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.94n,647,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.41n,647,
Delay(Ch1,Ch2),64.18ms,64.270801m,64.18m,66.08m,93.32µ,647,

