Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,8.146n,411,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.88n,411,
Delay(Ch1,Ch2),64.87ms,64.96466m,64.87m,66.08m,93.48µ,411,

