Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,14.37n,645,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.05n,645,
Delay(Ch1,Ch2),64.19ms,64.276679m,64.19m,66.08m,93.32µ,645,

