Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,8.397n,409,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.48n,409,
Delay(Ch1,Ch2),64.88ms,64.97055m,64.88m,66.08m,93.48µ,409,

