Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,14.3n,318,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.82n,318,
Delay(Ch1,Ch2),65.15ms,65.238547m,65.15m,66.08m,93.55µ,318,

