Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,12.74n,429,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.85n,429,
Delay(Ch1,Ch2),64.82ms,64.911658m,64.82m,66.08m,93.48µ,429,

