Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,16.99n,568,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.61n,568,
Delay(Ch1,Ch2),64.41ms,64.503009m,64.41m,66.08m,93.29µ,568,

