Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.7n,377,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.27n,377,
Delay(Ch1,Ch2),64.97ms,65.064749m,64.97m,66.08m,93.52µ,377,

