Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,15.61n,291,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.19n,291,
Delay(Ch1,Ch2),65.23ms,65.318137m,65.23m,66.08m,93.5µ,291,

