Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,8.918n,877,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.76n,877,
Delay(Ch1,Ch2),63.5ms,63.59556m,63.5m,66.08m,93.12µ,877,

