Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.23n,144,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,34.29n,144,
Delay(Ch1,Ch2),65.66ms,65.750401m,65.66m,66.08m,87.96µ,144,

