Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,21.67n,102,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.71n,102,
Delay(Ch1,Ch2),65.78ms,65.870735m,65.78m,66.08m,77.76µ,102,

