Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,18.57n,78.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,35.04n,78.0,
Delay(Ch1,Ch2),65.86ms,65.935957m,65.86m,66.08m,66.17µ,78.0,

