Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,6.321n,371,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.53n,371,
Delay(Ch1,Ch2),64.99ms,65.082411m,64.99m,66.08m,93.53µ,371,

