Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,11.4n,854,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.77n,854,
Delay(Ch1,Ch2),63.57ms,63.663014m,63.57m,66.08m,93.13µ,854,

