Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,12.62n,678,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.38n,678,
Delay(Ch1,Ch2),64.09ms,64.179713m,64.09m,66.08m,93.3µ,678,

