Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,16.74n,790,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.8n,790,
Delay(Ch1,Ch2),63.76ms,63.850723m,63.76m,66.08m,93.24µ,790,

