Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,12.53n,810,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.02n,810,
Delay(Ch1,Ch2),63.7ms,63.792047m,63.7m,66.08m,93.2µ,810,

