Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,10.61n,698,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.95n,698,
Delay(Ch1,Ch2),64.03ms,64.120954m,64.03m,66.08m,93.29µ,698,

