Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.02n,807,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.03n,807,
Delay(Ch1,Ch2),63.71ms,63.800846m,63.71m,66.08m,93.2µ,807,

