Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,17.98n,122,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.91n,122,
Delay(Ch1,Ch2),65.73ms,65.81402m,65.73m,66.08m,83.81µ,122,

