Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,5.353n,512,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.88n,512,
Delay(Ch1,Ch2),64.58ms,64.667565m,64.58m,66.08m,93.32µ,512,

