Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,9.251n,467,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.49n,467,
Delay(Ch1,Ch2),64.71ms,64.799796m,64.71m,66.08m,93.46µ,467,

