Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,8.979n,478,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.43n,478,
Delay(Ch1,Ch2),64.68ms,64.767446m,64.68m,66.08m,93.43µ,478,

