Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,12.77n,55.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.95n,55.0,
Delay(Ch1,Ch2),65.92ms,65.992482m,65.92m,66.08m,49.12µ,55.0,

