Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,11.5n,684,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.42n,684,
Delay(Ch1,Ch2),64.07ms,64.162086m,64.07m,66.08m,93.3µ,684,

