Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,9.368n,475,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.38n,475,
Delay(Ch1,Ch2),64.69ms,64.776268m,64.69m,66.08m,93.44µ,475,

