Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,6.91n,894,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,39.23n,894,
Delay(Ch1,Ch2),63.45ms,63.545709m,63.45m,66.08m,93.11µ,894,

