Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,11.76n,556,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.42n,556,
Delay(Ch1,Ch2),64.45ms,64.538263m,64.45m,66.08m,93.3µ,556,

