Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,11.7n,595,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.28n,595,
Delay(Ch1,Ch2),64.33ms,64.423672m,64.33m,66.08m,93.29µ,595,

