Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,15.18n,314,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.1n,314,
Delay(Ch1,Ch2),65.16ms,65.250334m,65.16m,66.08m,93.55µ,314,

