Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,12.68n,621,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.27n,621,
Delay(Ch1,Ch2),64.26ms,64.347226m,64.26m,66.08m,93.32µ,621,

