Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,8.551n,455,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.52n,455,
Delay(Ch1,Ch2),64.74ms,64.835109m,64.74m,66.08m,93.48µ,455,

