Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,11.89n,41.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.48n,41.0,
Delay(Ch1,Ch2),65.96ms,66.021482m,65.96m,66.08m,36.08µ,41.0,

