Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,6.801n,895,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.97n,895,
Delay(Ch1,Ch2),63.45ms,63.542776m,63.45m,66.08m,93.11µ,895,

