Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,10.44n,442,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.5n,442,
Delay(Ch1,Ch2),64.78ms,64.873377m,64.78m,66.08m,93.49µ,442,

