Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,7.604n,359,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.32n,359,
Delay(Ch1,Ch2),65.03ms,65.117757m,65.03m,66.08m,93.54µ,359,

