Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,5.949n,375,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.02n,375,
Delay(Ch1,Ch2),64.98ms,65.070637m,64.98m,66.08m,93.52µ,375,

