Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,11.81n,288,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.28n,288,
Delay(Ch1,Ch2),65.24ms,65.32698m,65.24m,66.08m,93.49µ,288,

