Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,10.47n,564,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.87n,564,
Delay(Ch1,Ch2),64.42ms,64.514756m,64.42m,66.08m,93.3µ,564,

