Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,8.603n,873,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.35n,873,
Delay(Ch1,Ch2),63.52ms,63.607291m,63.52m,66.08m,93.12µ,873,

