Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,8.091n,355,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.44n,355,
Delay(Ch1,Ch2),65.04ms,65.129539m,65.04m,66.08m,93.54µ,355,

