Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,8.745n,350,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,35.77n,350,
Delay(Ch1,Ch2),65.05ms,65.144266m,65.05m,66.08m,93.54µ,350,

