Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,15.34n,796,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.6n,796,
Delay(Ch1,Ch2),63.74ms,63.833118m,63.74m,66.08m,93.23µ,796,

