Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,15.78n,269,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.34n,269,
Delay(Ch1,Ch2),65.29ms,65.38298m,65.29m,66.08m,93.42µ,269,

