Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,11.79n,814,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.98n,814,
Delay(Ch1,Ch2),63.69ms,63.780318m,63.69m,66.08m,93.18µ,814,

