Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,15.21n,577,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.43n,577,
Delay(Ch1,Ch2),64.39ms,64.476568m,64.39m,66.08m,93.29µ,577,

