Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,17.19n,125,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.99n,125,
Delay(Ch1,Ch2),65.72ms,65.8054m,65.72m,66.08m,84.51µ,125,

