Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,22.97n,94.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.1n,94.0,
Delay(Ch1,Ch2),65.81ms,65.89293m,65.81m,66.08m,74.5µ,94.0,

