Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,12.93n,248,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.99n,248,
Delay(Ch1,Ch2),65.35ms,65.444869m,65.35m,66.08m,93.27µ,248,

