Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,8.725n,711,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.07n,711,
Delay(Ch1,Ch2),63.99ms,64.082765m,63.99m,66.08m,93.28µ,711,

