Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,11.1n,560,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.19n,560,
Delay(Ch1,Ch2),64.44ms,64.526511m,64.44m,66.08m,93.3µ,560,

