Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,18.38n,301,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.07n,301,
Delay(Ch1,Ch2),65.2ms,65.288659m,65.2m,66.08m,93.52µ,301,

