Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,10.76n,820,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.31n,820,
Delay(Ch1,Ch2),63.67ms,63.762721m,63.67m,66.08m,93.17µ,820,

