Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.34n,426,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.19n,426,
Delay(Ch1,Ch2),64.83ms,64.92049m,64.83m,66.08m,93.49µ,426,

